type,hrsys_rotation_id,etl_date,etl_date2,profile_id,desired_location,desired_country,ingest_ts,ingest_ts_offset
Internal Mobility,HR-9961289,2026-05-04 02:25:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Bellerive, MO",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:25:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Benicia, CA",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:26:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Blue Ash, OH",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:24:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"CANTON, MI",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:24:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Charleston, WV",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:26:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Chevy Chase, MD",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:24:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Cummings, GA",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:27:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Cupertino, CA",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:24:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Des Moines, IA",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:26:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"East Hartford, CT",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:26:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"El Paso, TX",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:27:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Fort Lauderdale, FL",USA,2026-05-05 11:46:05.124189,UTC-4
Internal Mobility,HR-9961289,2026-05-04 02:26:00,2026-05-04 11:32:18.430000,0032a0a6-9820-489d-b8c1-add500d9fc22,"Fremont, CA",USA,2026-05-05 11:46:05.124189,UTC-4
